State/Province,merged_clade,collection_date
Texas,cluster_iva-02B,2018
Minnesota,2010.1-02A,2018
Nebraska,cluster_ivb-1998,2018
North Carolina,cluster_ivb-02B,2018
North Carolina,delta2-98B,2018
Iowa,cluster_ivb-02B,2018
Nebraska,2010.1-02B,2018
Wisconsin,2010.1-02B,2018
Missouri,2010.1-02A,2018
Minnesota,delta2-98B,2018
Kansas,cluster_iva-02A,2018
Minnesota,delta2-98B,2018
South Dakota,delta1b-02A,2018
Utah,2010.1-02B,2018
Iowa,delta1a-02B,2018
Missouri,2010.1-02A,2018
North Carolina,alpha-02B,2018
Iowa,2010.1-02B,2018
Nebraska,cluster_ivb-02B,2018
Illinois,alpha-02B,2018
Illinois,delta2-98B,2018
Iowa,delta2-98B,2018
Illinois,alpha-02B,2018
Iowa,delta2-98B,2018
Iowa,delta1a-02B,2018
Iowa,delta1a-02B,2018
Missouri,delta1a-02B,2018
North Carolina,2010.1-02B,2018
Indiana,delta1a-02B,2018
Iowa,alpha-02B,2018
Nebraska,cluster_iva-02A,2018
North Carolina,2010.1-02B,2018
Unknown,delta1b-02A,2018
Texas,delta1a-02B,2018
Texas,alpha-02B,2018
North Carolina,2010.1-02B,2018
Indiana,alpha-02B,2018
Indiana,delta2-98B,2018
Iowa,2010.1-02B,2018
Iowa,delta2-98B,2018
Nebraska,cluster_ivb-02B,2018
Iowa,cluster_iva-02B,2018
Iowa,2010.1-02B,2018
Iowa,delta1a-02B,2018
North Carolina,2010.1-02B,2018
Unknown,alpha-02B,2018
Indiana,delta2-98B,2018
Iowa,delta2-98B,2018
Iowa,2010.1-02B,2018
Iowa,cluster_iva-02B,2018
Minnesota,2010.1-02B,2018
Colorado,delta1a-02B,2018
Iowa,delta2-98B,2018
Kansas,cluster_iva-02A,2018
Iowa,2010.1-02A,2018
Missouri,gamma-02A,2018
Iowa,2010.1-02B,2018
Missouri,gamma-02A,2018
Illinois,2010.1-02A,2018
Iowa,2010.1-02B,2018
Minnesota,2010.1-02B,2018
Nebraska,cluster_iva-02A,2018
Ohio,2010.1-02B,2018
Iowa,delta1a-02A,2018
North Carolina,2010.1-02B,2018
Indiana,delta1a-02B,2018
Iowa,alpha-02B,2018
Nebraska,delta1b-02A,2018
Iowa,delta1a-02B,2018
Iowa,delta1a-02A,2018
Minnesota,2010.1-02A,2018
South Dakota,cluster_iva-02A,2018
Indiana,gamma-02B,2018
Minnesota,delta1a-02B,2018
Unknown,cluster_iva-02A,2018
Iowa,2010.1-02B,2018
Minnesota,gamma-02B,2018
Minnesota,cluster_ivb-02B,2018
Minnesota,delta1a-02B,2018
Oklahoma,delta1a-02A,2018
Colorado,delta1a-98A,2018
Iowa,gamma-02B,2018
Iowa,delta2-98B,2018
Oklahoma,delta1a-02B,2018
North Carolina,cluster_ivb-02B,2018
Iowa,delta1a-02B,2018
Minnesota,delta1a-02B,2018
Ohio,cluster_iva-02B,2018
Iowa,delta2-98B,2018
Missouri,2010.1-02A,2018
Ohio,cluster_iva-02B,2018
Iowa,delta2-98B,2018
Minnesota,cluster_iva-02B,2018
Illinois,cluster_ive-02A,2018
Minnesota,2010.1-02B,2018
Minnesota,2010.1-02B,2018
Minnesota,delta1a-02B,2018
Oklahoma,alpha-02B,2018
Iowa,delta2-98B,2018
Ohio,cluster_iva-02B,2018
Indiana,delta1a-02B,2018
Iowa,2010.1-02A,2018
Minnesota,2010.1-02B,2018
Minnesota,2010.1-02A,2018
Unknown,delta1a-02B,2018
Ohio,2010.1-02B,2018
Illinois,alpha-02B,2018
Iowa,delta2-98B,2018
Iowa,cluster_iva-02A,2018
Ohio,cluster_iva-02B,2018
Iowa,2010.1-02B,2018
Missouri,delta2-98B,2018
North Carolina,alpha-02B,2018
Iowa,2010.1-02A,2018
Iowa,2010.1-02B,2018
Iowa,delta1b-02B,2018
Missouri,delta2-98B,2018
Iowa,delta1a-02B,2018
Iowa,2010.1-02A,2018
Iowa,delta1a-02B,2018
Tennessee,unknown-1998,2018
Minnesota,delta2-98B,2018
Iowa,delta2-98B,2018
Kansas,cluster_iva-02A,2018
Minnesota,cluster_iva-02A,2018
Oklahoma,alpha-02B,2018
Iowa,2010.1-02A,2018
North Carolina,2010.1-02B,2018
Minnesota,cluster_iva-02A,2018
Indiana,alpha-02B,2018
Iowa,alpha-02B,2018
Nebraska,cluster_ivb-02B,2018
Oklahoma,2010.1-02A,2018
Missouri,delta2-98B,2018
Iowa,alpha-02B,2018
Iowa,2010.1-02A,2018
Nebraska,cluster_iva-02A,2018
Illinois,delta1a-02B,2018
Iowa,delta2-98B,2018
Iowa,delta1a-02B,2018
Iowa,delta1a-02B,2018
Iowa,delta1a-02B,2018
Indiana,delta2-98B,2018
Iowa,2010.1-02B,2018
North Carolina,delta2-98B,2018
Indiana,alpha-02B,2018
Iowa,alpha-02B,2018
Iowa,2010.1-02A,2018
Iowa,2010.1-02B,2018
Texas,2010.1-02A,2018
Minnesota,2010.1-02A,2018
Iowa,2010.1-02B,2018
Kansas,delta1a-02A,2018
Utah,2010.1-02B,2018
Indiana,delta1a-02B,2018
Indiana,delta1a-02B,2018
Kansas,alpha-02B,2018
Kansas,2010.1-02A,2018
Iowa,2010.1-02B,2018
Iowa,2010.1-02B,2018
Nebraska,cluster_ivb-1998,2018
North Carolina,2010.1-02B,2018
Illinois,delta1a-02B,2018
Nebraska,delta1b-02A,2018
North Carolina,2010.1-02B,2018
Illinois,alpha-02B,2018
Iowa,cluster_ivb-98B,2018
Minnesota,2010.1-02B,2018
North Carolina,2010.1-02B,2018
Missouri,delta2-98B,2018
Iowa,delta1a-98B,2018
North Carolina,delta2-98B,2018
Iowa,alpha-02B,2018
Iowa,delta2-98B,2018
Iowa,delta2-98B,2018
Nebraska,cluster_iva-02A,2018
Iowa,2010.1-02B,2018
Iowa,delta2-02A,2018
Iowa,2010.1-02B,2018
Minnesota,2010.1-02B,2018
Nebraska,delta1b-02A,2018
Missouri,2010.1-02A,2018
North Carolina,2010.1-02B,2018
Minnesota,delta2-98B,2018
Iowa,2010.1-02A,2018
Iowa,2010.1-02B,2018
North Carolina,2010.1-02B,2018
North Carolina,2010.1-02B,2018
Iowa,2010.1-02B,2018
Iowa,delta1a-02B,2018
Nebraska,cluster_iva-02A,2018
Iowa,delta1b-02A,2018
Minnesota,delta1a-02B,2018
Iowa,2010.1-02A,2018
Kansas,cluster_ivb-02B,2018
Minnesota,gamma-1998,2018
Arkansas,delta2-98B,2018
Iowa,2010.1-02B,2018
Iowa,delta1a-02B,2018
North Carolina,2010.1-02B,2018
Arkansas,2010.2-human_seasonal,2018
Iowa,2010.1-02A,2018
Minnesota,2010.1-02B,2018
Minnesota,2010.1-02B,2018
Iowa,2010.1-02A,2018
Minnesota,delta2-98B,2018
Minnesota,2010.1-02B,2018
Minnesota,2010.1-02B,2018
North Carolina,2010.1-02B,2018
Minnesota,2010.1-02B,2018
South Dakota,delta1b-02A,2018
Illinois,alpha-02B,2018
Iowa,2010.1-02B,2018
Iowa,2010.1-02B,2018
Nebraska,2010.1-02B,2018
Nebraska,delta1a-02B,2018
Oklahoma,alpha-02B,2018
Iowa,alpha-02B,2018
Iowa,delta2-98B,2018
Minnesota,gamma2-beta-like-1998,2018
Minnesota,delta1b-02A,2018
Oklahoma,alpha-02B,2018
North Carolina,2010.1-02B,2018
Arkansas,2010.2-human_seasonal,2018
Iowa,delta1a-02A,2018
Missouri,2010.1-02B,2018
Oklahoma,alpha-02B,2018
Texas,delta1a-02A,2018
Iowa,2010.1-02B,2018
Minnesota,2010.1-02B,2018
Iowa,2010.1-02A,2018
North Carolina,2010.1-02B,2018
North Carolina,2010.1-02B,2018
Nebraska,cluster_iva-02A,2018
Nebraska,cluster_iva-02A,2018
Iowa,delta2-98B,2018
Nebraska,delta1a-02B,2018
Iowa,cluster_iva-02B,2018
Minnesota,delta2-98B,2018
Nebraska,2010.1-02B,2018
North Carolina,gamma-02A,2018
Nebraska,cluster_ivb-02B,2018
Nebraska,cluster_iva-02A,2018
Iowa,2010.1-02A,2018
Iowa,delta2-98B,2018
Iowa,2010.1-02B,2018
Iowa,delta2-02A,2018
Iowa,delta2-98B,2018
Iowa,delta1b-02A,2018
Iowa,2010.1-02B,2018
North Carolina,2010.1-02B,2018
North Carolina,delta2-98B,2018
Illinois,delta1a-02B,2018
Iowa,delta1b-02A,2018
Oklahoma,alpha-02B,2018
Iowa,2010.1-02B,2018
Michigan,cluster_ivb-02B,2018
Nebraska,cluster_iva-02A,2018
Oklahoma,alpha-02B,2018
Indiana,2010.2-human_seasonal,2018
Iowa,alpha-02B,2018
Minnesota,delta2-98B,2018
Michigan,delta2-98B,2018
Nebraska,cluster_iva-02A,2018
Nebraska,cluster_iva-02B,2018
California,delta2-98B,2018
Iowa,delta2-98B,2018
Oklahoma,alpha-02B,2018
Oklahoma,alpha-02B,2018
Kansas,delta1a-02A,2018
Ohio,delta2-98B,2018
Arkansas,2010.2-human_seasonal,2018
Iowa,delta2-98B,2018
Indiana,delta2-98B,2018
Iowa,2010.1-02A,2018
Iowa,delta1a-02B,2018
Iowa,2010.1-02B,2018
Arkansas,2010.2-human_seasonal,2018
Arkansas,2010.2-human_seasonal,2018
Iowa,2010.1-02B,2018
Iowa,alpha-02B,2018
Minnesota,unknown-1998,2018
Minnesota,cluster_iv-02A,2018
Minnesota,2010.1-02B,2018
Ohio,alpha-02B,2018
South Dakota,delta1b-02A,2018
Minnesota,delta1b-02A,2018
North Carolina,delta2-98B,2018
Arkansas,2010.2-human_seasonal,2018
Michigan,delta2-98B,2018
North Carolina,2010.1-02B,2018
Utah,2010.1-02B,2018
Iowa,cluster_iva-02B,2018
North Carolina,alpha-02B,2018
Missouri,2010.1-02B,2018
North Carolina,2010.1-02B,2018
Iowa,delta1b-02B,2018
Nebraska,cluster_ivb-02B,2018
North Carolina,alpha-02B,2018
Indiana,delta2-98B,2018
Indiana,delta2-98B,2018
Iowa,delta2-98B,2018
Iowa,2010.1-02B,2018
Iowa,alpha-02B,2018
Iowa,delta2-98B,2018
Indiana,2010.2-human_seasonal,2018
Illinois,delta2-02B,2018
Iowa,delta1b-02A,2018
Iowa,delta1b-02A,2018
Nebraska,delta1b-02B,2018
Texas,alpha-02B,2018
North Carolina,delta2-98B,2018
North Carolina,delta2-98B,2018
Minnesota,delta2-98B,2018
Nebraska,cluster_iva-02A,2018
California,delta2-98B,2018
Illinois,alpha-02B,2018
Oklahoma,2010.2-human_seasonal,2018
Indiana,delta1a-02B,2018
Iowa,delta1a-02B,2018
Minnesota,delta2-98B,2018
North Carolina,delta2-98B,2018
Iowa,delta2-98B,2018
Iowa,delta1a-02B,2018
Iowa,2010.1-02A,2018
Minnesota,delta2-98B,2018
Minnesota,gamma2-beta-like-1998,2018
Missouri,2010.1-02A,2018
North Carolina,delta2-98B,2018
North Carolina,delta2-98B,2018
Ohio,delta2-98B,2018
North Carolina,alpha-02B,2018
Iowa,cluster_iv-02B,2018
Oklahoma,2010.1-02A,2018
Indiana,delta2-98B,2018
Indiana,delta1a-02B,2018
Iowa,delta2-98B,2018
Iowa,delta1b-02A,2018
Michigan,2010.1-1998,2018
Arkansas,2010.2-human_seasonal,2018
North Carolina,delta2-98B,2018
North Carolina,alpha-98B,2018
Pennsylvania,2010.1-02A,2018
Pennsylvania,2010.1-02A,2018
Iowa,delta2-98B,2018
Minnesota,gamma2-beta-like-1998,2018
Minnesota,2010.1-02B,2018
North Carolina,delta2-98B,2018
Texas,cluster_iva-02B,2018
Minnesota,delta1a-02B,2018
Minnesota,2010.1-02B,2018
Minnesota,cluster_iva-02A,2018
South Dakota,gamma-02B,2018
